SALE_ID,SALE_TIME,ITEM_ID,ITEM_NAME,VENDOR_ID,POS_ID,EMPLOYEE_ID,UNITS_SOLD,GROSS_SALES,NET_SALES,DISCOUNTS,DISCOUNT_NAME
S00002769,2024-01-30 17:23:00,I002,CHEESEBURGER,V001,P29,E199,1,12.5,12.5,0.0,
S00002769,2024-01-30 17:23:00,I009,COCKTAIL,V001,P29,E199,1,18.0,16.0,2.0,PROMO_2_OFF
S00002770,2024-02-01 18:47:00,I001,HOT DOG,V001,P26,E292,1,8.5,8.5,0.0,
S00002770,2024-02-01 18:47:00,I006,WATER,V001,P26,E292,1,5.0,5.0,0.0,
S00002770,2024-02-01 18:47:00,I006,WATER,V001,P26,E292,1,5.0,5.0,0.0,
S00002771,2024-02-15 20:29:00,I008,CANNED BEER,V010,P03,E321,1,12.0,12.0,0.0,
S00002771,2024-02-15 20:29:00,I008,CANNED BEER,V010,P03,E321,2,24.0,24.0,0.0,
S00002771,2024-02-15 20:29:00,I005,SODA,V010,P03,E321,2,12.0,12.0,0.0,
S00002772,2024-02-10 20:08:00,I009,COCKTAIL,V011,P16,E039,1,18.0,18.0,0.0,
S00002773,2024-01-13 20:09:00,I003,FRIES,V001,P32,E272,2,12.0,9.0,3.0,BOGO_50
S00002773,2024-01-13 20:09:00,I011,NACHOS,V001,P32,E272,1,10.0,8.0,2.0,PROMO_2_OFF
S00002773,2024-01-13 20:09:00,I002,CHEESEBURGER,V001,P32,E272,2,25.0,25.0,0.0,
S00002774,2024-01-25 18:46:00,I006,WATER,V001,P50,E298,2,10.0,10.0,0.0,
S00002774,2024-01-25 18:46:00,I009,COCKTAIL,V001,P50,E298,1,18.0,18.0,0.0,
S00002774,2024-01-25 18:46:00,I011,NACHOS,V001,P50,E298,1,10.0,10.0,0.0,
S00002774,2024-01-25 18:46:00,I011,NACHOS,V001,P50,E298,1,10.0,10.0,0.0,
S00002775,2024-01-04 20:00:00,I005,SODA,V011,P09,E001,2,12.0,12.0,0.0,
S00002775,2024-01-04 20:00:00,I002,CHEESEBURGER,V011,P09,E001,1,12.5,10.5,2.0,PROMO_2_OFF
S00002776,2024-02-22 23:21:00,I008,CANNED BEER,V011,P07,E157,1,12.0,12.0,0.0,
S00002776,2024-02-22 23:21:00,I001,HOT DOG,V011,P07,E157,1,8.5,4.25,4.25,BOGO_50
S00002777,2024-02-13 18:51:00,I007,DRAFT BEER,V010,P13,E020,2,28.0,28.0,0.0,
S00002778,2024-02-13 19:45:00,I012,ENERGY DRINK,V011,P04,E152,2,15.0,11.25,3.75,BOGO_50
S00002778,2024-02-13 19:45:00,I004,POPCORN,V011,P04,E152,2,14.0,10.5,3.5,BOGO_50
S00002778,2024-02-13 19:45:00,I007,DRAFT BEER,V011,P04,E152,2,28.0,28.0,0.0,
S00002778,2024-02-13 19:45:00,I003,FRIES,V011,P04,E152,2,12.0,12.0,0.0,
S00002779,2024-01-11 21:55:00,I005,SODA,V002,P18,E088,1,6.0,6.0,0.0,
S00002780,2024-02-13 18:28:00,I006,WATER,V002,P18,E336,1,5.0,5.0,0.0,
S00002780,2024-02-13 18:28:00,I007,DRAFT BEER,V002,P18,E336,1,14.0,14.0,0.0,
S00002780,2024-02-13 18:28:00,I007,DRAFT BEER,V002,P18,E336,1,14.0,7.0,7.0,BOGO_50
S00002781,2024-01-04 19:37:00,I007,DRAFT BEER,V030,P05,E282,1,14.0,12.6,1.4,MEMBER_10PCT
S00002782,2024-01-23 22:24:00,I006,WATER,V001,P42,E157,1,5.0,5.0,0.0,
S00002783,2024-02-27 20:09:00,I006,WATER,V010,P49,E150,1,5.0,3.0,2.0,PROMO_2_OFF
S00002784,2024-01-04 19:34:00,I009,COCKTAIL,V002,P02,E305,1,18.0,18.0,0.0,
S00002785,2024-01-25 18:37:00,I008,CANNED BEER,V011,P24,E150,2,24.0,24.0,0.0,
S00002786,2024-02-10 18:26:00,I008,CANNED BEER,V030,P13,E277,1,12.0,12.0,0.0,
S00002786,2024-02-10 18:26:00,I008,CANNED BEER,V030,P13,E277,1,12.0,12.0,0.0,
S00002787,2024-02-24 20:39:00,I008,CANNED BEER,V011,P25,E303,1,12.0,12.0,0.0,
S00002787,2024-02-24 20:39:00,I002,CHEESEBURGER,V011,P25,E303,1,12.5,11.25,1.25,MEMBER_10PCT
S00002787,2024-02-24 20:39:00,I005,SODA,V011,P25,E303,1,6.0,6.0,0.0,
S00002788,2024-02-03 20:29:00,I011,NACHOS,V010,P34,E030,1,10.0,10.0,0.0,
S00002788,2024-02-03 20:29:00,I011,NACHOS,V010,P34,E030,1,10.0,10.0,0.0,
S00002789,2024-01-20 22:07:00,I008,CANNED BEER,V002,P45,E132,1,12.0,10.0,2.0,PROMO_2_OFF
S00002790,2024-02-22 20:48:00,I004,POPCORN,V010,P45,E272,1,7.0,7.0,0.0,
S00002790,2024-02-22 20:48:00,I009,COCKTAIL,V010,P45,E272,1,18.0,18.0,0.0,
S00002790,2024-02-22 20:48:00,I008,CANNED BEER,V010,P45,E272,1,12.0,12.0,0.0,
S00002791,2024-02-13 19:39:00,I003,FRIES,V003,P23,E233,1,6.0,5.4,0.6,MEMBER_10PCT
S00002791,2024-02-13 19:39:00,I003,FRIES,V003,P23,E233,1,6.0,6.0,0.0,
S00002791,2024-02-13 19:39:00,I004,POPCORN,V003,P23,E233,2,14.0,14.0,0.0,
S00002792,2024-01-20 22:20:00,I004,POPCORN,V003,P17,E150,1,7.0,6.3,0.7,MEMBER_10PCT
S00002792,2024-01-20 22:20:00,I003,FRIES,V003,P17,E150,2,12.0,12.0,0.0,
S00002792,2024-01-20 22:20:00,I005,SODA,V003,P17,E150,2,12.0,10.0,2.0,PROMO_2_OFF
S00002792,2024-01-20 22:20:00,I010,CHICKEN TENDERS,V003,P17,E150,2,27.0,20.25,6.75,BOGO_50
S00002793,2024-01-06 19:15:00,I001,HOT DOG,V002,P45,E060,1,8.5,7.65,0.85,MEMBER_10PCT
S00002794,2024-02-17 21:48:00,I005,SODA,V011,P50,E310,2,12.0,12.0,0.0,
S00002794,2024-02-17 21:48:00,I004,POPCORN,V011,P50,E310,1,7.0,7.0,0.0,
S00002794,2024-02-17 21:48:00,I012,ENERGY DRINK,V011,P50,E310,1,7.5,5.5,2.0,PROMO_2_OFF
S00002794,2024-02-17 21:48:00,I001,HOT DOG,V011,P50,E310,2,17.0,17.0,0.0,
S00002795,2024-01-20 23:04:00,I005,SODA,V001,P41,E044,2,12.0,12.0,0.0,
S00002795,2024-01-20 23:04:00,I008,CANNED BEER,V001,P41,E044,1,12.0,6.0,6.0,BOGO_50
S00002796,2024-02-01 22:26:00,I005,SODA,V002,P48,E224,2,12.0,12.0,0.0,
S00002797,2024-02-13 17:11:00,I012,ENERGY DRINK,V030,P26,E328,1,7.5,7.5,0.0,
S00002797,2024-02-13 17:11:00,I009,COCKTAIL,V030,P26,E328,1,18.0,18.0,0.0,
S00002798,2024-01-16 21:25:00,I005,SODA,V001,P09,E365,1,6.0,4.0,2.0,PROMO_2_OFF
S00002798,2024-01-16 21:25:00,I008,CANNED BEER,V001,P09,E365,2,24.0,22.0,2.0,PROMO_2_OFF
S00002799,2024-02-06 19:58:00,I003,FRIES,V001,P33,E299,2,12.0,12.0,0.0,
S00002799,2024-02-06 19:58:00,I005,SODA,V001,P33,E299,1,6.0,3.0,3.0,BOGO_50
S00002800,2024-02-06 18:31:00,I005,SODA,V011,P50,E120,1,6.0,6.0,0.0,
S00002801,2024-01-02 18:54:00,I009,COCKTAIL,V011,P34,E200,1,18.0,18.0,0.0,
S00002802,2024-01-09 23:31:00,I011,NACHOS,V003,P42,E067,1,10.0,8.0,2.0,PROMO_2_OFF
S00002802,2024-01-09 23:31:00,I001,HOT DOG,V003,P42,E067,1,8.5,7.65,0.85,MEMBER_10PCT
S00002803,2024-01-09 22:17:00,I008,CANNED BEER,V011,P40,E065,1,12.0,12.0,0.0,
S00002803,2024-01-09 22:17:00,I006,WATER,V011,P40,E065,1,5.0,5.0,0.0,
S00002803,2024-01-09 22:17:00,I009,COCKTAIL,V011,P40,E065,2,36.0,36.0,0.0,
S00002803,2024-01-09 22:17:00,I005,SODA,V011,P40,E065,1,6.0,6.0,0.0,
S00002804,2024-01-16 17:43:00,I007,DRAFT BEER,V001,P18,E021,1,14.0,14.0,0.0,
S00002804,2024-01-16 17:43:00,I012,ENERGY DRINK,V001,P18,E021,1,7.5,7.5,0.0,
S00002804,2024-01-16 17:43:00,I006,WATER,V001,P18,E021,1,5.0,5.0,0.0,
S00002805,2024-01-18 20:18:00,I011,NACHOS,V001,P19,E325,1,10.0,5.0,5.0,BOGO_50
S00002805,2024-01-18 20:18:00,I008,CANNED BEER,V001,P19,E325,1,12.0,12.0,0.0,
S00002806,2024-02-08 20:36:00,I007,DRAFT BEER,V030,P07,E061,1,14.0,14.0,0.0,
S00002806,2024-02-08 20:36:00,I008,CANNED BEER,V030,P07,E061,2,24.0,24.0,0.0,
S00002806,2024-02-08 20:36:00,I003,FRIES,V030,P07,E061,2,12.0,12.0,0.0,
S00002807,2024-01-12 00:06:00,I010,CHICKEN TENDERS,V001,P44,E241,1,13.5,13.5,0.0,
S00002807,2024-01-12 00:06:00,I009,COCKTAIL,V001,P44,E241,1,18.0,18.0,0.0,
S00002808,2024-01-16 19:02:00,I008,CANNED BEER,V011,P16,E331,2,24.0,24.0,0.0,
S00002808,2024-01-16 19:02:00,I007,DRAFT BEER,V011,P16,E331,1,14.0,14.0,0.0,
S00002809,2024-02-15 20:26:00,I001,HOT DOG,V003,P06,E020,1,8.5,4.25,4.25,BOGO_50
S00002809,2024-02-15 20:26:00,I002,CHEESEBURGER,V003,P06,E020,1,12.5,12.5,0.0,
S00002809,2024-02-15 20:26:00,I006,WATER,V003,P06,E020,2,10.0,10.0,0.0,
S00002809,2024-02-15 20:26:00,I008,CANNED BEER,V003,P06,E020,1,12.0,10.8,1.2,MEMBER_10PCT
S00002810,2024-02-15 19:37:00,I006,WATER,V001,P14,E053,1,5.0,5.0,0.0,
S00002810,2024-02-15 19:37:00,I009,COCKTAIL,V001,P14,E053,1,18.0,18.0,0.0,
S00002810,2024-02-15 19:37:00,I008,CANNED BEER,V001,P14,E053,2,24.0,21.6,2.4,MEMBER_10PCT
S00002810,2024-02-15 19:37:00,I006,WATER,V001,P14,E053,2,10.0,9.0,1.0,MEMBER_10PCT
S00002811,2024-01-09 19:58:00,I007,DRAFT BEER,V003,P01,E166,2,28.0,21.0,7.0,BOGO_50
S00002812,2024-01-13 17:16:00,I003,FRIES,V002,P44,E228,2,12.0,12.0,0.0,
S00002812,2024-01-13 17:16:00,I005,SODA,V002,P44,E228,1,6.0,3.0,3.0,BOGO_50
S00002812,2024-01-13 17:16:00,I003,FRIES,V002,P44,E228,1,6.0,6.0,0.0,
S00002813,2024-01-16 18:49:00,I012,ENERGY DRINK,V030,P43,E396,1,7.5,7.5,0.0,
S00002814,2024-02-10 17:46:00,I012,ENERGY DRINK,V003,P08,E206,1,7.5,5.5,2.0,PROMO_2_OFF
S00002814,2024-02-10 17:46:00,I003,FRIES,V003,P08,E206,1,6.0,6.0,0.0,
S00002815,2024-01-11 19:20:00,I008,CANNED BEER,V002,P12,E297,1,12.0,12.0,0.0,
S00002815,2024-01-11 19:20:00,I007,DRAFT BEER,V002,P12,E297,2,28.0,28.0,0.0,
S00002816,2024-02-15 17:09:00,I007,DRAFT BEER,V001,P11,E369,1,14.0,14.0,0.0,
S00002816,2024-02-15 17:09:00,I011,NACHOS,V001,P11,E369,2,20.0,20.0,0.0,
S00002816,2024-02-15 17:09:00,I001,HOT DOG,V001,P11,E369,1,8.5,8.5,0.0,
S00002816,2024-02-15 17:09:00,I007,DRAFT BEER,V001,P11,E369,1,14.0,14.0,0.0,
S00002817,2024-01-06 21:18:00,I011,NACHOS,V003,P22,E238,1,10.0,10.0,0.0,
S00002817,2024-01-06 21:18:00,I003,FRIES,V003,P22,E238,1,6.0,6.0,0.0,
S00002818,2024-01-16 19:51:00,I007,DRAFT BEER,V030,P32,E194,1,14.0,7.0,7.0,BOGO_50
S00002818,2024-01-16 19:51:00,I002,CHEESEBURGER,V030,P32,E194,2,25.0,25.0,0.0,
S00002818,2024-01-16 19:51:00,I007,DRAFT BEER,V030,P32,E194,2,28.0,28.0,0.0,
S00002819,2024-02-20 17:24:00,I008,CANNED BEER,V003,P37,E281,1,12.0,12.0,0.0,
S00002819,2024-02-20 17:24:00,I001,HOT DOG,V003,P37,E281,1,8.5,6.5,2.0,PROMO_2_OFF
S00002820,2024-02-01 19:29:00,I012,ENERGY DRINK,V020,P38,E131,1,7.5,3.75,3.75,BOGO_50
S00002820,2024-02-01 19:29:00,I009,COCKTAIL,V020,P38,E131,1,18.0,16.0,2.0,PROMO_2_OFF
S00002820,2024-02-01 19:29:00,I005,SODA,V020,P38,E131,1,6.0,6.0,0.0,
S00002821,2024-01-16 22:07:00,I010,CHICKEN TENDERS,V010,P33,E198,1,13.5,13.5,0.0,
S00002821,2024-01-16 22:07:00,I003,FRIES,V010,P33,E198,1,6.0,6.0,0.0,
S00002821,2024-01-16 22:07:00,I005,SODA,V010,P33,E198,2,12.0,12.0,0.0,
S00002822,2024-01-11 21:27:00,I001,HOT DOG,V001,P40,E105,1,8.5,8.5,0.0,
S00002822,2024-01-11 21:27:00,I001,HOT DOG,V001,P40,E105,1,8.5,6.5,2.0,PROMO_2_OFF
S00002823,2024-02-20 18:44:00,I005,SODA,V002,P26,E002,1,6.0,5.4,0.6,MEMBER_10PCT
S00002823,2024-02-20 18:44:00,I011,NACHOS,V002,P26,E002,1,10.0,10.0,0.0,
S00002823,2024-02-20 18:44:00,I006,WATER,V002,P26,E002,2,10.0,10.0,0.0,
S00002823,2024-02-20 18:44:00,I012,ENERGY DRINK,V002,P26,E002,2,15.0,13.0,2.0,PROMO_2_OFF
S00002824,2024-01-11 21:49:00,I002,CHEESEBURGER,V010,P26,E400,1,12.5,12.5,0.0,
S00002824,2024-01-11 21:49:00,I005,SODA,V010,P26,E400,1,6.0,5.4,0.6,MEMBER_10PCT
S00002825,2024-02-22 19:47:00,I012,ENERGY DRINK,V003,P04,E139,1,7.5,7.5,0.0,
S00002825,2024-02-22 19:47:00,I002,CHEESEBURGER,V003,P04,E139,1,12.5,12.5,0.0,
S00002826,2024-01-04 21:31:00,I001,HOT DOG,V002,P14,E364,1,8.5,8.5,0.0,
S00002826,2024-01-04 21:31:00,I003,FRIES,V002,P14,E364,1,6.0,6.0,0.0,
S00002826,2024-01-04 21:31:00,I009,COCKTAIL,V002,P14,E364,1,18.0,16.2,1.8,MEMBER_10PCT
S00002826,2024-01-04 21:31:00,I002,CHEESEBURGER,V002,P14,E364,1,12.5,12.5,0.0,
S00002827,2024-02-17 18:02:00,I009,COCKTAIL,V001,P49,E362,2,36.0,36.0,0.0,
S00002827,2024-02-17 18:02:00,I009,COCKTAIL,V001,P49,E362,1,18.0,18.0,0.0,
S00002827,2024-02-17 18:02:00,I001,HOT DOG,V001,P49,E362,1,8.5,4.25,4.25,BOGO_50
S00002827,2024-02-17 18:02:00,I006,WATER,V001,P49,E362,2,10.0,10.0,0.0,
S00002828,2024-02-20 18:19:00,I012,ENERGY DRINK,V003,P07,E058,1,7.5,7.5,0.0,
S00002829,2024-01-13 17:24:00,I008,CANNED BEER,V001,P38,E076,1,12.0,12.0,0.0,
S00002829,2024-01-13 17:24:00,I002,CHEESEBURGER,V001,P38,E076,1,12.5,12.5,0.0,
S00002830,2024-02-03 23:24:00,I001,HOT DOG,V002,P42,E019,1,8.5,4.25,4.25,BOGO_50
S00002830,2024-02-03 23:24:00,I008,CANNED BEER,V002,P42,E019,1,12.0,10.0,2.0,PROMO_2_OFF
S00002831,2024-02-17 19:08:00,I010,CHICKEN TENDERS,V011,P41,E212,1,13.5,13.5,0.0,
S00002831,2024-02-17 19:08:00,I004,POPCORN,V011,P41,E212,1,7.0,7.0,0.0,
S00002831,2024-02-17 19:08:00,I011,NACHOS,V011,P41,E212,2,20.0,20.0,0.0,
S00002832,2024-01-23 17:18:00,I004,POPCORN,V003,P23,E337,1,7.0,7.0,0.0,
S00002832,2024-01-23 17:18:00,I010,CHICKEN TENDERS,V003,P23,E337,1,13.5,13.5,0.0,
S00002832,2024-01-23 17:18:00,I005,SODA,V003,P23,E337,1,6.0,6.0,0.0,
S00002833,2024-02-22 19:12:00,I009,COCKTAIL,V010,P39,E318,1,18.0,9.0,9.0,BOGO_50
S00002833,2024-02-22 19:12:00,I007,DRAFT BEER,V010,P39,E318,1,14.0,14.0,0.0,
S00002834,2024-02-29 23:45:00,I005,SODA,V011,P12,E143,2,12.0,10.0,2.0,PROMO_2_OFF
S00002835,2024-02-24 20:49:00,I009,COCKTAIL,V001,P32,E077,2,36.0,36.0,0.0,
S00002835,2024-02-24 20:49:00,I008,CANNED BEER,V001,P32,E077,2,24.0,24.0,0.0,
S00002836,2024-01-16 22:59:00,I012,ENERGY DRINK,V011,P17,E385,2,15.0,15.0,0.0,
S00002836,2024-01-16 22:59:00,I005,SODA,V011,P17,E385,1,6.0,6.0,0.0,
S00002837,2024-01-11 23:17:00,I008,CANNED BEER,V020,P43,E216,1,12.0,12.0,0.0,
S00002837,2024-01-11 23:17:00,I005,SODA,V020,P43,E216,1,6.0,6.0,0.0,
S00002838,2024-01-02 21:13:00,I003,FRIES,V002,P14,E362,1,6.0,6.0,0.0,
S00002838,2024-01-02 21:13:00,I008,CANNED BEER,V002,P14,E362,1,12.0,12.0,0.0,
S00002838,2024-01-02 21:13:00,I009,COCKTAIL,V002,P14,E362,1,18.0,18.0,0.0,
S00002838,2024-01-02 21:13:00,I006,WATER,V002,P14,E362,2,10.0,8.0,2.0,PROMO_2_OFF
S00002839,2024-01-30 21:45:00,I009,COCKTAIL,V001,P22,E193,1,18.0,16.2,1.8,MEMBER_10PCT
S00002839,2024-01-30 21:45:00,I012,ENERGY DRINK,V001,P22,E193,1,7.5,7.5,0.0,
S00002839,2024-01-30 21:45:00,I007,DRAFT BEER,V001,P22,E193,1,14.0,14.0,0.0,
S00002839,2024-01-30 21:45:00,I005,SODA,V001,P22,E193,1,6.0,6.0,0.0,
S00002840,2024-02-17 17:30:00,I011,NACHOS,V002,P01,E352,2,20.0,20.0,0.0,
S00002841,2024-02-29 18:32:00,I008,CANNED BEER,V011,P18,E248,1,12.0,12.0,0.0,
S00002841,2024-02-29 18:32:00,I009,COCKTAIL,V011,P18,E248,1,18.0,16.0,2.0,PROMO_2_OFF
S00002841,2024-02-29 18:32:00,I007,DRAFT BEER,V011,P18,E248,1,14.0,12.0,2.0,PROMO_2_OFF
S00002841,2024-02-29 18:32:00,I008,CANNED BEER,V011,P18,E248,1,12.0,10.0,2.0,PROMO_2_OFF
S00002842,2024-02-10 19:55:00,I001,HOT DOG,V002,P08,E080,1,8.5,8.5,0.0,
S00002842,2024-02-10 19:55:00,I009,COCKTAIL,V002,P08,E080,1,18.0,18.0,0.0,
S00002842,2024-02-10 19:55:00,I010,CHICKEN TENDERS,V002,P08,E080,1,13.5,13.5,0.0,
S00002843,2024-01-30 18:04:00,I010,CHICKEN TENDERS,V002,P37,E295,1,13.5,11.5,2.0,PROMO_2_OFF
S00002843,2024-01-30 18:04:00,I005,SODA,V002,P37,E295,1,6.0,5.4,0.6,MEMBER_10PCT
S00002843,2024-01-30 18:04:00,I004,POPCORN,V002,P37,E295,2,14.0,14.0,0.0,
S00002844,2024-02-17 17:02:00,I008,CANNED BEER,V011,P03,E053,2,24.0,22.0,2.0,PROMO_2_OFF
S00002844,2024-02-17 17:02:00,I006,WATER,V011,P03,E053,1,5.0,5.0,0.0,
S00002844,2024-02-17 17:02:00,I001,HOT DOG,V011,P03,E053,1,8.5,8.5,0.0,
S00002845,2024-02-17 19:00:00,I010,CHICKEN TENDERS,V002,P45,E069,2,27.0,27.0,0.0,
S00002846,2024-02-10 19:25:00,I001,HOT DOG,V011,P34,E100,1,8.5,8.5,0.0,
S00002846,2024-02-10 19:25:00,I001,HOT DOG,V011,P34,E100,2,17.0,15.3,1.7,MEMBER_10PCT
S00002846,2024-02-10 19:25:00,I009,COCKTAIL,V011,P34,E100,1,18.0,18.0,0.0,
S00002846,2024-02-10 19:25:00,I005,SODA,V011,P34,E100,1,6.0,6.0,0.0,
S00002847,2024-01-11 20:26:00,I011,NACHOS,V002,P45,E092,1,10.0,10.0,0.0,
S00002848,2024-01-30 21:14:00,I010,CHICKEN TENDERS,V003,P36,E041,1,13.5,13.5,0.0,
S00002848,2024-01-30 21:14:00,I011,NACHOS,V003,P36,E041,2,20.0,20.0,0.0,
S00002848,2024-01-30 21:14:00,I005,SODA,V003,P36,E041,1,6.0,6.0,0.0,
S00002849,2024-01-09 23:01:00,I006,WATER,V001,P33,E382,1,5.0,5.0,0.0,
S00002850,2024-02-08 19:35:00,I010,CHICKEN TENDERS,V010,P33,E389,1,13.5,12.15,1.35,MEMBER_10PCT
S00002851,2024-01-06 19:04:00,I004,POPCORN,V002,P39,E072,1,7.0,7.0,0.0,
S00002851,2024-01-06 19:04:00,I011,NACHOS,V002,P39,E072,2,20.0,20.0,0.0,
S00002851,2024-01-06 19:04:00,I009,COCKTAIL,V002,P39,E072,1,18.0,18.0,0.0,
S00002851,2024-01-06 19:04:00,I007,DRAFT BEER,V002,P39,E072,2,28.0,28.0,0.0,
S00002852,2024-02-08 19:17:00,I012,ENERGY DRINK,V003,P06,E371,1,7.5,3.75,3.75,BOGO_50
S00002853,2024-01-25 20:40:00,I002,CHEESEBURGER,V003,P38,E219,1,12.5,12.5,0.0,
S00002853,2024-01-25 20:40:00,I006,WATER,V003,P38,E219,1,5.0,5.0,0.0,
S00002853,2024-01-25 20:40:00,I006,WATER,V003,P38,E219,1,5.0,5.0,0.0,
S00002853,2024-01-25 20:40:00,I003,FRIES,V003,P38,E219,2,12.0,12.0,0.0,
S00002854,2024-02-17 18:49:00,I011,NACHOS,V010,P50,E076,1,10.0,10.0,0.0,
S00002854,2024-02-17 18:49:00,I008,CANNED BEER,V010,P50,E076,1,12.0,12.0,0.0,
S00002854,2024-02-17 18:49:00,I009,COCKTAIL,V010,P50,E076,2,36.0,36.0,0.0,
S00002855,2024-02-15 22:19:00,I007,DRAFT BEER,V002,P25,E377,1,14.0,12.6,1.4,MEMBER_10PCT
S00002855,2024-02-15 22:19:00,I012,ENERGY DRINK,V002,P25,E377,1,7.5,6.75,0.75,MEMBER_10PCT
S00002855,2024-02-15 22:19:00,I001,HOT DOG,V002,P25,E377,1,8.5,4.25,4.25,BOGO_50
S00002855,2024-02-15 22:19:00,I010,CHICKEN TENDERS,V002,P25,E377,1,13.5,6.75,6.75,BOGO_50
S00002856,2024-02-22 18:58:00,I011,NACHOS,V011,P32,E213,1,10.0,10.0,0.0,
S00002856,2024-02-22 18:58:00,I009,COCKTAIL,V011,P32,E213,1,18.0,9.0,9.0,BOGO_50
S00002856,2024-02-22 18:58:00,I007,DRAFT BEER,V011,P32,E213,2,28.0,28.0,0.0,
S00002857,2024-02-17 22:46:00,I008,CANNED BEER,V001,P35,E113,1,12.0,12.0,0.0,
S00002857,2024-02-17 22:46:00,I002,CHEESEBURGER,V001,P35,E113,1,12.5,12.5,0.0,
S00002858,2024-02-29 19:04:00,I002,CHEESEBURGER,V003,P06,E248,1,12.5,12.5,0.0,
S00002858,2024-02-29 19:04:00,I009,COCKTAIL,V003,P06,E248,2,36.0,34.0,2.0,PROMO_2_OFF
S00002858,2024-02-29 19:04:00,I007,DRAFT BEER,V003,P06,E248,1,14.0,14.0,0.0,
S00002858,2024-02-29 19:04:00,I010,CHICKEN TENDERS,V003,P06,E248,1,13.5,13.5,0.0,
S00002859,2024-01-10 00:26:00,I007,DRAFT BEER,V003,P05,E026,1,14.0,7.0,7.0,BOGO_50
S00002859,2024-01-10 00:26:00,I002,CHEESEBURGER,V003,P05,E026,1,12.5,12.5,0.0,
S00002859,2024-01-10 00:26:00,I006,WATER,V003,P05,E026,1,5.0,5.0,0.0,
S00002860,2024-01-04 21:44:00,I008,CANNED BEER,V010,P31,E399,1,12.0,10.8,1.2,MEMBER_10PCT
S00002860,2024-01-04 21:44:00,I008,CANNED BEER,V010,P31,E399,1,12.0,10.8,1.2,MEMBER_10PCT
S00002860,2024-01-04 21:44:00,I003,FRIES,V010,P31,E399,1,6.0,5.4,0.6,MEMBER_10PCT
S00002861,2024-02-15 19:31:00,I001,HOT DOG,V010,P07,E299,1,8.5,8.5,0.0,
S00002861,2024-02-15 19:31:00,I010,CHICKEN TENDERS,V010,P07,E299,2,27.0,24.3,2.7,MEMBER_10PCT
S00002862,2024-02-06 20:48:00,I009,COCKTAIL,V030,P45,E221,1,18.0,18.0,0.0,
S00002862,2024-02-06 20:48:00,I010,CHICKEN TENDERS,V030,P45,E221,1,13.5,13.5,0.0,
S00002862,2024-02-06 20:48:00,I003,FRIES,V030,P45,E221,1,6.0,4.0,2.0,PROMO_2_OFF
S00002862,2024-02-06 20:48:00,I008,CANNED BEER,V030,P45,E221,1,12.0,12.0,0.0,
S00002863,2024-02-10 19:58:00,I012,ENERGY DRINK,V003,P31,E360,2,15.0,15.0,0.0,
S00002863,2024-02-10 19:58:00,I004,POPCORN,V003,P31,E360,2,14.0,10.5,3.5,BOGO_50
S00002864,2024-01-18 19:12:00,I012,ENERGY DRINK,V011,P45,E214,1,7.5,7.5,0.0,
S00002864,2024-01-18 19:12:00,I012,ENERGY DRINK,V011,P45,E214,1,7.5,7.5,0.0,
S00002864,2024-01-18 19:12:00,I003,FRIES,V011,P45,E214,1,6.0,6.0,0.0,
S00002865,2024-01-06 18:29:00,I011,NACHOS,V003,P04,E321,1,10.0,10.0,0.0,
S00002865,2024-01-06 18:29:00,I009,COCKTAIL,V003,P04,E321,1,18.0,18.0,0.0,
S00002865,2024-01-06 18:29:00,I001,HOT DOG,V003,P04,E321,1,8.5,8.5,0.0,
S00002865,2024-01-06 18:29:00,I004,POPCORN,V003,P04,E321,1,7.0,6.3,0.7,MEMBER_10PCT
S00002866,2024-01-20 21:28:00,I003,FRIES,V002,P35,E272,1,6.0,6.0,0.0,
S00002866,2024-01-20 21:28:00,I008,CANNED BEER,V002,P35,E272,1,12.0,12.0,0.0,
S00002867,2024-02-15 18:49:00,I003,FRIES,V010,P21,E290,1,6.0,5.4,0.6,MEMBER_10PCT
S00002867,2024-02-15 18:49:00,I011,NACHOS,V010,P21,E290,1,10.0,10.0,0.0,
S00002867,2024-02-15 18:49:00,I001,HOT DOG,V010,P21,E290,2,17.0,12.75,4.25,BOGO_50
S00002867,2024-02-15 18:49:00,I011,NACHOS,V010,P21,E290,1,10.0,9.0,1.0,MEMBER_10PCT
S00002868,2024-01-13 17:45:00,I010,CHICKEN TENDERS,V011,P36,E359,1,13.5,12.15,1.35,MEMBER_10PCT
S00002868,2024-01-13 17:45:00,I008,CANNED BEER,V011,P36,E359,1,12.0,12.0,0.0,
S00002869,2024-01-23 18:37:00,I007,DRAFT BEER,V003,P37,E357,1,14.0,14.0,0.0,
S00002869,2024-01-23 18:37:00,I007,DRAFT BEER,V003,P37,E357,1,14.0,14.0,0.0,
S00002870,2024-02-17 20:43:00,I001,HOT DOG,V010,P40,E005,1,8.5,8.5,0.0,
S00002870,2024-02-17 20:43:00,I010,CHICKEN TENDERS,V010,P40,E005,2,27.0,24.3,2.7,MEMBER_10PCT
S00002871,2024-01-23 22:08:00,I004,POPCORN,V011,P30,E282,1,7.0,6.3,0.7,MEMBER_10PCT
S00002871,2024-01-23 22:08:00,I006,WATER,V011,P30,E282,1,5.0,5.0,0.0,
S00002871,2024-01-23 22:08:00,I011,NACHOS,V011,P30,E282,1,10.0,9.0,1.0,MEMBER_10PCT
